FID,Shape,FID_1,Area,Block,Profile,EC,SAR,E_Depth,WT,CaCO3,Gypsum,OM,N,P,K,Fe,Mn,Zn,Cu,TEXTURE_AL,pH,Long,Lat
3127,Point,291,1,33,494,0.8,3.4,150,150,12,1.01,0.5,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.29,"30° 5' 22.727"" E","30° 50' 20.469"" N"
3437,Point,3293,4,146,174,2.14,17,150,200,0.41,1.2,1.6,168,9.89,75.88,4.58,0.29,1.18,0.3,Sandy Loam,8.48,"30° 47' 26.181"" E","30° 33' 28.523"" N"
3285,Point,1665,1,23,185,20,7.9,150,150,18.9,3.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.54,"29° 54' 56.001"" E","30° 31' 2.971"" N"
3316,Point,1732,1,23,484,4.5,2,75,150,12.1,1.5,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.82,"29° 58' 21.914"" E","30° 31' 37.112"" N"
3452,Point,3371,4,110,87,10.23,9.99,120,200,4.83,0.11,0.09,220.5,17.38188,481,5.868,3.164,1.14,0.458,Sandy Loam,7.21,"30° 40' 55.998"" E","30° 13' 58.685"" N"
3381,Point,2729,4,49,28,2.86,6.72,150,200,1.69,4.6,0.28,115.5,4.1022,34.72,4.226,1.934,0.192,0.078,Sandy Loam,8.43,"30° 15' 37.770"" E","30° 21' 59.644"" N"
3249,Point,1328,1,33,102,2.5,2,120,150,12,0.93,0.47,168,30,560,7,3.25,1.4,6,Sandy Loam,6.95,"30° 0' 59.673"" E","30° 49' 46.075"" N"
3422,Point,3207,4,85,93,4.81,7.06,70,200,0.34,0.67,1.8,115.5,19.02276,72.16,1.57,3.024,1.038,1.242,Sandy Loam,8.35,"30° 37' 4.958"" E","30° 42' 22.900"" N"
3086,Point,226,1,32,27,1.35,3.27,140,150,5.4,3.2,0.37,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.7,"30° 0' 6.430"" E","30° 44' 37.208"" N"
3370,Point,1986,1,40,328,1.59,2,150,150,6.08,1.1,0.58,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Sandy Loam,8.87,"30° 11' 28.873"" E","30° 33' 3.840"" N"
3248,Point,1327,1,33,74,3.2,3.8,150,150,12,0.84,0.5,168,30,560,7,3.25,1.4,6,Sandy Loam,7.08,"30° 0' 40.862"" E","30° 49' 45.932"" N"
3279,Point,1657,1,23,139,11,2.6,60,150,22.4,1.05,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.35,"29° 54' 17.042"" E","30° 33' 12.526"" N"
3388,Point,3002,4,63,297,0.44,1.36,120,200,5.86,0.11,0.05,60.9,2.25,360.6,6.22,5.84,1.38,1.42,Sandy Loam,8.17,"30° 25' 51.399"" E","30° 34' 13.353"" N"
3350,Point,1878,1,31,415,3.54,8.7,150,150,9.6,0.4,0.3,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.5,"30° 4' 34.507"" E","30° 35' 59.671"" N"
3448,Point,3355,4,85,425,0.5,2.84,70,200,0.28,0.25,1.2,152.25,12.2112,263.4,3.078,3.034,1.438,0.312,Sandy Loam,7.79,"30° 32' 24.271"" E","30° 38' 18.449"" N"
3378,Point,2054,1,40,37,1.47,6.42,150,150,17.35,0.67,0.68,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Sandy Loam,9.15,"30° 8' 2.968"" E","30° 32' 13.808"" N"
3351,Point,1881,1,31,436,7.91,6.5,150,150,9.4,0.2,0.2,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.64,"30° 4' 54.346"" E","30° 34' 6.164"" N"
3288,Point,1677,1,23,238,9.5,6.1,150,150,12.1,3.1,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.46,"29° 55' 33.680"" E","30° 30' 47.049"" N"
3366,Point,1958,1,31,568,4.18,10.2,150,150,4.9,0.4,0.3,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.97,"30° 6' 29.340"" E","30° 31' 56.941"" N"
3230,Point,1238,1,24,133,12,12.1,150,150,3.5,0.94,0.29,168,30,560,7,3.25,1.4,6,Sandy Loam,6.9,"29° 53' 51.659"" E","30° 42' 56.765"" N"
3170,Point,551,1,65,565,1,0.9,150,150,3.19,0.6,0.75,96,17,475,3.625,7.05,0.62,3.2,Sandy Loam,7.81,"30° 28' 55.215"" E","30° 46' 8.499"" N"
3100,Point,243,1,32,355,3,10.76,150,150,3.75,3.2,0.48,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.89,"30° 3' 53.221"" E","30° 42' 29.020"" N"
3112,Point,258,1,33,5,4.4,5.1,150,150,15,0.67,0.28,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.1,"30° 0' 5.424"" E","30° 46' 14.609"" N"
3135,Point,330,1,42,226,1.14,1.2,150,150,6.06,1,1.36,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.81,"30° 10' 6.333"" E","30° 47' 40.029"" N"
3169,Point,550,1,65,538,1.75,2.2,100,100,5.21,0.61,0.75,96,17,475,3.625,7.05,0.62,3.2,Sandy Loam,8.21,"30° 28' 36.326"" E","30° 46' 24.659"" N"
3096,Point,239,1,32,250,4.97,2.16,150,150,8.25,1.4,0.2,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.92,"30° 2' 36.947"" E","30° 44' 22.108"" N"
3322,Point,1742,1,23,524,4.7,2.7,150,150,8.2,1.3,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.61,"29° 58' 38.452"" E","30° 35' 8.300"" N"
3205,Point,1091,1,33,358,3.1,6.3,150,150,15,1.09,1.03,132,33,650,11.5,5.25,0.75,6,Sandy Loam,6.64,"30° 3' 48.344"" E","30° 50' 52.265"" N"
3113,Point,260,1,33,63,1.55,2.4,150,150,11,0.85,0.44,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.95,"30° 0' 42.691"" E","30° 46' 47.364"" N"
3071,Point,184,1,65,61,1.5,1,150,150,5.3,0.45,1.57,96,12,480,4.4,4.6,1.02,2.9,Sandy Loam,7.94,"30° 23' 16.793"" E","30° 46' 7.022"" N"
3270,Point,1636,1,17,589,6,11.53,120,120,9.5,1.25,25,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.83,"29° 51' 40.905"" E","30° 41' 50.697"" N"
3045,Point,35,1,54,427,2.5,2.5,150,150,3.5,0.6,0.8,96,13,430,4.45,3.2,0.75,4.9,Sandy Loam,8.17,"30° 19' 46.595"" E","30° 54' 13.039"" N"
3194,Point,929,1,56,474,1.59,1.7,95,95,6.2,3.8,1.03,120,19,440,8.9375,7.3375,1.5,5.87,Sandy Loam,7.56,"30° 20' 35.944"" E","31° 11' 32.315"" N"
3049,Point,56,1,53,150,3.1,3.2,87,87,12,1.01,1.48,112.4,15.8,295,7.3,5.025,0.86,4.9,Sandy Loam,8.01,"30° 16' 40.762"" E","30° 48' 47.336"" N"
3342,Point,1840,1,22,36,16.5,12.3,50,150,20.7,0.76,0.25,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.78,"29° 57' 45.444"" E","30° 29' 59.411"" N"
3091,Point,234,1,32,140,2.32,5.02,150,150,6.4,4.8,0.26,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.55,"30° 1' 21.444"" E","30° 44' 54.015"" N"
3069,Point,172,1,53,594,1.5,2.5,150,120,11,0.99,0.6,96,12,480,4.4,4.6,1.02,2.9,Sandy Loam,7.67,"30° 21' 42.144"" E","30° 47' 43.978"" N"
3064,Point,153,1,53,291,7.8,2.9,120,120,12,0.82,1.64,88,18,390,4.025,6.675,0.86,2.5,Sandy Loam,8.12,"30° 18' 14.691"" E","30° 49' 4.085"" N"
3262,Point,1592,1,31,203,2.5,8.3,150,150,20,0.2,0.4,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sandy Loam,8.86,"30° 2' 25.698"" E","30° 31' 38.972"" N"
3225,Point,1227,1,25,592,4,5.5,150,150,20.6,0.12,0.68,168,30,560,7,3.25,1.4,6,Sandy Loam,7.13,"29° 59' 9.025"" E","30° 46' 14.171"" N"
3346,Point,1854,1,24,378,0.8,1.188888889,150,150,31,1.03,0.36,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.75,"29° 56' 41.994"" E","30° 41' 4.538"" N"
3058,Point,115,1,53,36,2.2,5.6,120,120,8,0.84,0.6,131.2,9.8,380,5.025,4.25,0.8,4.8,Sandy Loam,8.09,"30° 15' 26.150"" E","30° 47' 25.738"" N"
3232,Point,1245,1,24,305,3.1,6.1,150,150,19.8,1,0.25,168,30,560,7,3.25,1.4,6,Sandy Loam,6.98,"29° 55' 43.671"" E","30° 44' 2.642"" N"
3317,Point,1735,1,23,491,26,16,150,150,16,1.3,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.47,"29° 58' 20.716"" E","30° 33' 30.749"" N"
3267,Point,1617,1,17,203,2.77,1.93,15,120,12.07,0.93,0.24,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.93,"29° 47' 18.331"" E","30° 41' 15.850"" N"
3179,Point,589,1,65,404,9.9,7,150,150,3.7,0.13,0.95,84,18.3,275,8.1,6.775,1.05,4.7,Sandy Loam,7.58,"30° 27' 1.760"" E","30° 48' 1.680"" N"
3214,Point,1200,1,17,396,1.22,2.6,10,120,15,0.9,0.44,168,30,560,7,3.25,1.4,6,Sandy Loam,6.61,"29° 49' 29.020"" E","30° 42' 21.990"" N"
3298,Point,1695,1,23,327,1.6,1.4,60,150,7.2,1.5,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.62,"29° 56' 28.519"" E","30° 32' 57.379"" N"
3450,Point,3368,4,110,78,1.6,3.83,120,200,10.29,0.12,0.08,105,2.65212,94.72,4.384,2.542,3.14,0.278,Sandy Loam,8.55,"30° 38' 7.707"" E","30° 13' 58.246"" N"
3428,Point,3218,4,113,203,1.26,4.42,120,200,4.89,0.25,0.33,67.24,15.5,359.6,8.79,8.7,2.75,1.5,Sandy Loam,8.07,"30° 40' 51.877"" E","30° 35' 5.139"" N"
3336,Point,1784,1,24,143,17.65,19.6,120,150,4.3,0.83,0.27,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.96,"29° 54' 13.751"" E","30° 38' 4.727"" N"
3158,Point,514,1,65,16,0.47,1.7,150,150,5.38,0.32,0.62,122,19.98,415,5.25,2.5,1.1,3.1,Sandy Loam,7.82,"30° 22' 38.038"" E","30° 49' 5.427"" N"
3374,Point,2034,1,31,635,3.5,6.7,150,150,25,3.2,0.2,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Sandy Loam,8.72,"30° 7' 5.233"" E","30° 34' 55.776"" N"
3244,Point,1322,1,33,43,1.8,3,120,150,12,0.94,0.47,168,30,560,7,3.25,1.4,6,Sandy Loam,6.67,"30° 0' 22.553"" E","30° 48' 57.088"" N"
3331,Point,1771,1,24,18,1.1,3.7,150,150,1.7,0.86,0.22,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.62,"29° 52' 37.071"" E","30° 42' 7.421"" N"
3165,Point,543,1,65,429,4.2,3.2,150,150,3.53,0.45,0.6,96,17,475,3.625,7.05,0.62,3.2,Sandy Loam,7.99,"30° 27' 20.842"" E","30° 47' 13.054"" N"
3325,Point,1745,1,23,538,50,41.5,150,150,5.5,1.21,0.5,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.76,"29° 58' 59.588"" E","30° 31' 21.172"" N"
3358,Point,1909,1,32,226,1.35,2.32,150,150,5.4,2.8,0.47,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,9.09,"30° 2' 40.789"" E","30° 37' 52.495"" N"
3321,Point,1741,1,23,521,31.5,21.5,100,100,8.5,3.5,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.96,"29° 58' 38.964"" E","30° 34' 19.598"" N"
3240,Point,1269,1,25,458,4,2.4,150,150,10.3,0.62,0.61,168,30,560,7,3.25,1.4,6,Sandy Loam,6.94,"29° 57' 33.978"" E","30° 47' 50.825"" N"
3255,Point,1552,1,23,585,8.2,33,100,150,20.3,11.5,0.5,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sandy Loam,8.34,"29° 59' 15.135"" E","30° 36' 29.762"" N"
3449,Point,3357,4,85,431,1.17,4.02,50,200,0.37,0.42,1.2,94.5,12.4974,94.72,1.64,3.638,2.024,0.218,Sandy Loam,8.63,"30° 34' 16.929"" E","30° 38' 18.835"" N"
3048,Point,41,1,53,579,0.9,1.1,120,120,4,1.11,0.58,94.8,34.2,530,7.55,5.4,1.12,4.3,Sandy Loam,6.96,"30° 21' 21.928"" E","30° 51' 14.937"" N"
3460,Point,3417,4,113,71,0.77,3.47,120,200,10.19,0.17,1.35,122.61,15.98,43.14,8.61,5.84,3.31,2.04,Sandy Loam,9.11,"30° 44' 36.816"" E","30° 36' 43.055"" N"
3109,Point,254,1,32,557,4.27,16.53,150,150,7.5,2.4,0.35,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.79,"30° 6' 3.832"" E","30° 44' 7.354"" N"
3197,Point,963,1,43,349,1.74,3.9,120,150,5.3,3.5,2.5,86,15.3,220,6.3375,2.975,0.6,4.3,Sandy Loam,9.06,"30° 11' 16.761"" E","30° 57' 8.697"" N"
3072,Point,188,1,53,401,1.3,2.5,46,66,11,1.01,0.6,84,23,510,3.925,4.9,0.98,4.2,Sandy Loam,6.68,"30° 19' 30.160"" E","30° 48' 32.015"" N"
3445,Point,3334,4,85,218,3.2,6.55,140,200,0.37,0.33,1.2,94.5,12.4974,94.72,1.64,3.638,2.024,0.218,Sandy Loam,9.05,"30° 35' 12.636"" E","30° 40' 45.140"" N"
3231,Point,1241,1,24,195,8.54,6.7,150,150,27.6,1.05,0.33,168,30,560,7,3.25,1.4,6,Sandy Loam,7.46,"29° 54' 28.137"" E","30° 44' 34.481"" N"
3132,Point,302,1,33,579,0.7,2,150,150,13,0.98,1.7,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.57,"30° 6' 18.564"" E","30° 51' 25.798"" N"
3073,Point,189,1,53,461,1.9,1.6,150,120,11,1.11,1.02,84,23,510,3.925,4.9,0.98,4.2,Sandy Loam,6.81,"30° 20' 7.330"" E","30° 49' 37.148"" N"
3266,Point,1601,1,31,316,9.14,27.7,150,150,14.4,15,0.3,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sandy Loam,8.47,"30° 3' 40.554"" E","30° 31' 55.754"" N"
3443,Point,3316,4,84,359,10.82,6.65,150,200,7.4,0.01,0.04,106.79,4.55,67.48,5.98,4.88,3.04,1,Sandy Loam,9.19,"30° 33' 20.384"" E","30° 33' 20.958"" N"
3148,Point,384,1,53,81,2.45,2.4,100,100,11,0.79,0.9,128,20,580,3.4,5.3,1.12,4.2,Sandy Loam,6.69,"30° 15' 42.717"" E","30° 52' 18.065"" N"
3416,Point,3164,4,84,299,7.88,4.73,130,200,7.81,0.03,1.18,118.65,10.7,69.42,5.24,5.48,1.6,2.46,Sandy Loam,8.57,"30° 37' 6.874"" E","30° 34' 15.823"" N"
3353,Point,1893,1,31,625,2,5.6,150,150,5.6,3.5,0.6,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.89,"30° 7' 6.702"" E","30° 32' 13.431"" N"
3434,Point,3251,4,113,557,5.05,13.67,120,200,8.49,0.16,0.8,79.1,14.44,61.7,3.55,9.84,1.48,0.42,Sandy Loam,8.77,"30° 39' 0.156"" E","30° 31' 1.306"" N"
3426,Point,3216,4,113,197,0.97,1.24,120,200,5.3,0.03,1.22,98.88,22.44,151.42,6.75,2.74,5.77,6.51,Sandy Loam,9.03,"30° 38' 59.280"" E","30° 35' 4.848"" N"
3159,Point,516,1,65,21,1.45,2.3,150,150,3.19,0.32,0.53,122,19.98,415,5.25,2.5,1.1,3.1,Sandy Loam,8.26,"30° 22' 37.513"" E","30° 50' 26.601"" N"
3075,Point,191,1,53,140,1.55,2.5,120,120,12,0.74,0.6,80,22,365,3.075,3.975,0.87,3.7,Sandy Loam,8.18,"30° 16' 41.976"" E","30° 46' 4.990"" N"
3307,Point,1716,1,23,416,11.5,6.7,150,150,11.3,1.5,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.42,"29° 57' 23.397"" E","30° 35' 7.703"" N"
3401,Point,3096,4,82,472,1.1,4.57,150,200,16.5,0.14,0.11,136.5,6.06744,381.6,5.384,3.546,1.356,0.172,Sandy Loam,7.67,"30° 32' 30.221"" E","30° 17' 12.028"" N"
3157,Point,479,1,66,421,1.35,2.8,150,150,6.35,0.55,1.2,132,17,425,4,3,0.9,4.3,Sandy Loam,7.84,"30° 27' 19.006"" E","30° 52' 37.755"" N"
3211,Point,1196,1,17,317,1.18,2.21,18,120,17,0.92,0.26,168,30,560,7,3.25,1.4,6,Sandy Loam,6.84,"29° 48' 32.263"" E","30° 42' 53.941"" N"
3155,Point,477,1,65,262,2.2,3,150,150,4.03,0.33,0.75,140,18,325,3.25,3.25,1.3,5,Sandy Loam,7.62,"30° 25' 27.917"" E","30° 47' 28.801"" N"
3254,Point,1551,1,23,584,2.6,1.5,100,150,16.9,11.7,0.2,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sandy Loam,8.45,"29° 59' 15.304"" E","30° 36' 13.529"" N"
3080,Point,215,1,24,497,4.5,6.3,150,150,17.2,1.17,0.86,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.57,"29° 57' 55.911"" E","30° 42' 58.777"" N"
3106,Point,251,1,32,504,2.73,16.5,150,150,8.5,2.8,0.4,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.14,"30° 5' 25.788"" E","30° 44' 55.793"" N"
3383,Point,2778,4,50,194,3.21,2.53,120,200,5.9,2.3,0.17,117.74,6.14,54.14,1.35,4.43,2.22,1.04,Sandy Loam,8.61,"30° 15' 35.196"" E","30° 27' 40.588"" N"
3167,Point,546,1,65,482,0.8,1.3,150,150,7.39,0.35,0.8,96,17,475,3.625,7.05,0.62,3.2,Sandy Loam,7.52,"30° 27' 58.721"" E","30° 46' 24.505"" N"
3101,Point,244,1,32,387,1.49,1.83,150,150,4.45,3.8,0.38,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.28,"30° 4' 11.385"" E","30° 43' 34.090"" N"
3304,Point,1709,1,23,384,27.1,7.2,150,150,9.5,5.1,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.78,"29° 57' 5.508"" E","30° 33' 46.384"" N"
3078,Point,213,1,24,440,1.5,2.9,120,150,31,1.08,0.31,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.09,"29° 57' 18.509"" E","30° 42' 42.242"" N"
3461,Point,3422,4,113,134,8.61,7.23,120,200,11.83,0.02,0.95,98.88,15.7,155.2,5.16,6.84,7.94,4.94,Sandy Loam,9.18,"30° 41' 48.024"" E","30° 35' 53.982"" N"
3050,Point,57,1,53,179,1.9,3.2,120,120,11,0.95,0.68,112.4,15.8,295,7.3,5.025,0.86,4.9,Sandy Loam,8.11,"30° 16' 59.450"" E","30° 49' 3.675"" N"
3199,Point,1052,1,33,500,3.5,1.2,140,150,12,1.08,0.44,128,32,680,10.5,5.5,0.6,4.3,Sandy Loam,6.92,"30° 5' 21.806"" E","30° 51' 57.871"" N"
3297,Point,1693,1,23,321,43.8,60.1,50,150,6,1.5,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,9.04,"29° 56' 29.576"" E","30° 31' 19.977"" N"
3354,Point,1894,1,31,646,1.4,4.8,150,150,6.5,5.2,0.1,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.32,"30° 7' 26.478"" E","30° 30' 19.915"" N"
3352,Point,1885,1,31,464,2.56,7.3,40,150,30,0.5,0.3,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.64,"30° 5' 13.107"" E","30° 34' 6.296"" N"
3245,Point,1323,1,33,49,5,5.8,140,150,12,0.71,0.47,168,30,560,7,3.25,1.4,6,Sandy Loam,7,"30° 0' 21.548"" E","30° 50' 34.488"" N"
3060,Point,120,1,53,69,8.4,8.2,85,85,11,0.83,0.5,111.2,10.1,385,4.275,4.375,1.15,4.49,Sandy Loam,7.98,"30° 15' 44.210"" E","30° 49' 3.252"" N"
3057,Point,114,1,53,29,3.9,2.3,120,120,10,0.93,0.6,131.2,9.8,380,5.025,4.25,0.8,4.8,Sandy Loam,8.18,"30° 15' 27.024"" E","30° 45' 32.096"" N"
3311,Point,1722,1,23,437,11.5,6.3,150,150,13.8,1.5,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,9.09,"29° 57' 43.199"" E","30° 33' 30.451"" N"
3189,Point,698,1,54,518,1.2,2.1,150,150,9.8,1.6,2.34,53.6,8.3,470,3.875,10.775,1.08,2.1,Sandy Loam,8.27,"30° 20' 42.302"" E","30° 56' 6.970"" N"
3107,Point,252,1,32,531,3.71,14.9,150,150,6.35,2.9,0.18,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.25,"30° 5' 44.735"" E","30° 44' 39.691"" N"
3403,Point,3111,4,82,625,1.2,4.7,90,200,17.9,0.3,0.14,210,2.21,114,3.792,3.034,0.638,0.176,Sandy Loam,8.78,"30° 33' 26.786"" E","30° 15' 34.801"" N"
3151,Point,388,1,53,354,2.6,2.4,100,100,11,0.91,0.6,152,18,475,2.575,4.675,0.98,3.6,Sandy Loam,8.16,"30° 18' 51.503"" E","30° 50' 57.928"" N"
3456,Point,3385,4,112,68,3.65,5.01,130,200,3.71,0.17,0.37,126,1.46916,521.8,8.242,4.036,1.334,0.058,Sandy Loam,6.57,"30° 43' 41.727"" E","30° 29' 24.560"" N"
3364,Point,1953,1,31,536,3.16,9.8,120,150,20,0.3,0.4,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,9,"30° 6' 11.183"" E","30° 30' 51.873"" N"
3293,Point,1684,1,23,268,25.2,9.3,20,150,17.3,2.3,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.69,"29° 55' 51.896"" E","30° 31' 35.904"" N"
3335,Point,1783,1,24,130,0.88,2.7,150,150,2.6,0.79,0.73,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.4,"29° 53' 52.213"" E","30° 42' 8.065"" N"
3130,Point,297,1,33,523,4,1,130,130,11,1.1,0.46,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.12,"30° 5' 41.235"" E","30° 50' 53.069"" N"
3120,Point,276,1,33,293,0.78,3.008571429,120,150,9,0.93,0.49,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.89,"30° 3' 12.149"" E","30° 48' 25.889"" N"
3144,Point,368,1,43,370,5.1,6.5,120,150,12.4,2.3,1.89,100,30,305,6.875,5.925,1.03,3.5,Sandy Loam,7.72,"30° 11' 36.553"" E","30° 55' 15.177"" N"
3223,Point,1223,1,25,565,2.2,2.7,150,120,14.4,0.21,0.69,168,30,560,7,3.25,1.4,6,Sandy Loam,7.04,"29° 58' 50.054"" E","30° 46' 30.257"" N"
3095,Point,238,1,32,244,2.3,5.46,150,150,8.5,1.2,0.18,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.08,"30° 2' 37.909"" E","30° 42' 44.706"" N"
3312,Point,1725,1,23,447,11.5,6.3,150,150,10.3,1.7,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.49,"29° 57' 41.468"" E","30° 36' 12.788"" N"
3407,Point,3127,4,83,131,1.6,6.73,90,200,5.6,0.27,0.22,231,4.75092,121.82,8.59,0.592,0.592,0.134,Sandy Loam,8.94,"30° 33' 23.266"" E","30° 28' 34.150"" N"
3284,Point,1664,1,23,171,0.69,4.694262295,100,150,16,1.6,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.76,"29° 54' 34.891"" E","30° 34' 33.851"" N"
3099,Point,242,1,32,353,1.89,2.51,150,150,6.15,3.7,0.44,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.63,"30° 3' 53.534"" E","30° 41' 56.552"" N"
3301,Point,1700,1,23,352,21.4,8,60,150,22.4,1.3,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.44,"29° 56' 47.626"" E","30° 32' 25.064"" N"
3272,Point,1642,1,23,34,10,8,55,150,14.6,1.5,0.4,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.54,"29° 53' 2.014"" E","30° 33' 11.888"" N"
3218,Point,1212,1,17,621,1.8,1.86,120,120,17.2,1.18,18,168,30,560,7,3.25,1.4,6,Sandy Loam,7.25,"29° 51' 58.930"" E","30° 42' 55.793"" N"
3425,Point,3214,4,113,143,0.54,3.26,120,200,4.08,0.08,0.6,59.33,12.28,46.76,6.64,7.78,2.29,2.69,Sandy Loam,8.68,"30° 44' 36.945"" E","30° 35' 54.346"" N"
3065,Point,155,1,53,569,1.6,1.5,100,100,14,0.91,1.63,128,15,680,2.8,5.45,1.14,3.6,Sandy Loam,7.24,"30° 21' 23.012"" E","30° 48' 32.589"" N"
3441,Point,3300,4,146,260,5.2,5.34,150,200,0.21,1.6,2.5,173.25,15.62,161.72,2.43,0.24,0.66,0.39,Sandy Loam,8.65,"30° 46' 30.123"" E","30° 31' 51.011"" N"
3326,Point,1749,1,23,548,2.6,1.3,150,150,12.9,2.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.64,"29° 58' 57.894"" E","30° 34' 3.511"" N"
3414,Point,3157,4,84,227,8.81,4.57,120,200,4.94,0.07,1.72,90.79,22.21,109,5.82,6.4,5.68,3.08,Sandy Loam,9.05,"30° 37' 6.683"" E","30° 35' 4.531"" N"
3438,Point,3294,4,146,177,1.05,4.93,150,200,0.25,0.84,1.6,136.5,12.76,147.6,4.27,0.37,0.86,0.32,Sandy Loam,8.82,"30° 48' 22.465"" E","30° 33' 28.611"" N"
3404,Point,3117,4,83,53,1.4,2.86,130,200,6.2,0.26,0.16,231,3.7206,165.78,7.12,0.826,0.862,0.2,Sandy Loam,9.14,"30° 31' 30.558"" E","30° 29' 22.462"" N"
3182,Point,603,1,85,130,1.4,2.4,87,87,1.8,1.02,0.54,114,10.2,375,9.3,6.35,0.33,5.3,Sandy Loam,7.92,"30° 33' 56.406"" E","30° 44' 48.428"" N"
3047,Point,40,1,53,553,2.9,3,150,120,12,0.99,0.58,94.8,34.2,530,7.55,5.4,1.12,4.3,Sandy Loam,7.27,"30° 21' 2.891"" E","30° 51' 47.312"" N"
3103,Point,246,1,32,410,4.5,6.08,150,150,7.4,2.4,0.28,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.99,"30° 4' 30.952"" E","30° 42' 13.055"" N"
3308,Point,1717,1,23,420,9,7.6,150,150,22.9,1.2,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.59,"29° 57' 22.701"" E","30° 36' 12.638"" N"
3410,Point,3137,4,84,74,1.29,2.76,120,200,7.81,0.14,0.46,39.55,8.62,73.34,2.96,2.28,1.48,0.68,Sandy Loam,8.73,"30° 34' 13.726"" E","30° 36' 37.301"" N"
